Total Weight,volume,Average Weight,Number Density,Mass Density,Bond Length,Number of Atom,Number of unpaired Electron,Average Number of Electron,Maximun Principle quantum number,Pauling Electronegativity,DFT Heat Capcity,Log(DFT LTC)
592.19,58.69,148.05,0.07,16.76,2.75,4.00,1.75,59.25,5.00,1.90,92.22931626,0.804745794
613.89,73.99,153.47,0.05,13.78,2.97,4.00,1.00,62.00,5.25,2.03,96.73416189,0.419509666
180.78,81.02,45.20,0.05,3.71,3.06,4.00,0.25,20.75,3.50,1.47,94.45512243,0.31126633
528.24,71.31,132.06,0.06,12.30,2.93,4.00,0.75,55.25,4.50,2.13,97.88326914,0.173856139
437.81,418.34,109.45,0.01,1.74,5.29,4.00,1.00,46.00,5.50,0.80,99.58952106,-0.35169855
785.84,67.57,196.46,0.06,19.31,2.88,4.00,1.50,78.50,6.00,2.13,97.67759613,0.495336159
353.67,60.98,88.42,0.07,9.63,2.78,4.00,2.50,39.00,4.75,2.05,94.7935225,1.110017007
487.21,61.60,121.80,0.06,13.13,2.79,4.00,2.75,51.75,5.25,2.03,95.48559673,1.365525422
217.79,62.88,54.45,0.06,5.75,2.81,4.00,1.00,22.00,3.00,1.34,88.54384244,0.203549597
630.98,81.91,157.74,0.05,12.79,3.07,4.00,0.75,64.25,5.50,2.05,97.51459126,-0.643725499
650.66,60.99,162.67,0.07,17.72,2.78,4.00,1.50,66.00,5.50,2.06,96.81707611,0.493137266
357.75,48.21,89.44,0.08,12.32,2.57,4.00,3.00,38.50,4.50,1.79,92.39089998,1.504158112
389.31,389.76,97.33,0.01,1.66,5.17,4.00,1.00,41.50,5.25,0.81,99.59800239,-0.366006668
653.23,117.14,163.31,0.03,9.26,3.46,4.00,0.75,65.75,5.50,1.60,98.69739904,0.051654084
150.67,67.56,37.67,0.06,3.70,2.88,4.00,1.00,17.50,3.25,1.66,94.04525703,0.255224247
514.34,61.94,128.59,0.06,13.79,2.80,4.00,0.50,54.00,4.50,2.20,96.04992697,0.759901923
152.61,59.03,38.15,0.07,4.29,2.75,4.00,1.50,17.50,3.50,1.55,88.40150992,1.319896859
666.63,59.01,166.66,0.07,18.76,2.75,4.00,4.50,67.50,5.75,2.19,96.00270585,1.638419365
669.56,60.79,167.39,0.07,18.29,2.78,4.00,3.50,68.00,5.75,2.05,95.31861327,1.648594174
85.73,34.11,21.43,0.12,4.17,2.29,4.00,0.50,10.00,2.50,1.66,73.60926333,1.210986974
216.11,67.53,54.03,0.06,5.31,2.88,4.00,1.00,24.00,3.50,1.60,94.84662674,0.290813416
503.80,58.25,125.95,0.07,14.36,2.74,4.00,2.75,53.25,5.25,2.26,95.04871381,1.239499684
79.03,35.09,19.76,0.11,3.74,2.31,4.00,1.50,9.00,2.50,1.59,67.17883672,1.729124275
90.55,65.72,22.64,0.06,2.29,2.85,4.00,1.00,10.00,2.50,1.19,88.69863621,0.300877966
359.66,55.12,89.91,0.07,10.84,2.69,4.00,3.00,39.50,4.75,2.12,94.07988449,1.457775958
650.29,87.13,162.57,0.05,12.39,3.13,4.00,1.75,66.25,5.75,1.42,97.31168093,1.218062618
641.85,104.74,160.46,0.04,10.18,3.33,4.00,0.00,65.00,5.50,1.67,98.64652398,-0.368728765
269.71,48.47,67.43,0.08,9.24,2.58,4.00,3.50,30.50,4.25,1.81,92.1855103,1.718352193
254.12,70.05,63.53,0.06,6.02,2.91,4.00,1.00,28.50,4.00,1.70,95.44672355,0.769790743
777.47,61.75,194.37,0.06,20.91,2.79,4.00,2.25,77.75,6.00,2.20,96.86443846,0.92873885
714.56,131.18,178.64,0.03,9.05,3.59,4.00,2.25,71.75,5.75,1.66,98.92216452,-0.035957335
297.98,90.02,74.49,0.04,5.50,3.17,4.00,1.50,33.00,4.50,1.33,94.85562589,1.091139154
431.67,65.95,107.92,0.06,10.87,2.86,4.00,0.00,46.50,4.25,2.07,96.57377497,0.870035008
782.22,65.09,195.55,0.06,19.96,2.84,4.00,1.75,78.25,6.00,2.25,97.3027766,0.675943232
710.51,117.98,177.63,0.03,10.00,3.47,4.00,1.75,71.25,5.75,1.66,98.88383966,-0.076927038
489.66,59.34,122.42,0.07,13.70,2.76,4.00,3.00,52.00,5.25,2.09,94.67668213,1.461663569
342.25,65.22,85.56,0.06,8.71,2.85,4.00,0.25,37.25,3.75,1.88,95.1438528,0.758775681
791.49,76.40,197.87,0.05,17.20,3.00,4.00,0.75,79.25,6.00,2.28,98.76227084,-0.251501873
751.64,60.95,187.91,0.07,20.48,2.78,4.00,3.75,75.25,6.00,2.03,96.62473144,1.526287573
183.79,122.09,45.95,0.03,2.50,3.51,4.00,1.00,20.50,3.50,1.14,97.78719381,-0.282079974
499.60,249.24,124.90,0.02,3.33,4.45,4.00,0.00,51.50,5.75,0.91,99.19036463,0.518790221
321.54,87.33,80.38,0.05,6.11,3.14,4.00,2.00,35.50,4.75,1.38,97.00636451,0.433881792
523.64,68.59,130.91,0.06,12.68,2.89,4.00,0.25,54.75,4.50,2.10,97.30409523,0.499109472
647.88,86.46,161.97,0.05,12.44,3.13,4.00,1.50,66.00,5.75,1.40,97.53209907,1.21779968
433.36,100.91,108.34,0.04,7.13,3.29,4.00,1.00,46.50,5.00,1.64,97.80127378,0.573509801
686.32,61.02,171.58,0.07,18.68,2.78,4.00,2.50,69.50,5.75,2.20,96.3796967,0.896917347
705.72,76.41,176.43,0.05,15.34,3.00,4.00,1.00,71.50,5.75,2.25,98.62302484,-0.585996545
628.54,114.65,157.14,0.03,9.10,3.44,4.00,1.75,62.25,5.00,1.60,98.22540432,0.019324037
654.18,87.19,163.55,0.05,12.46,3.14,4.00,2.00,66.50,5.75,1.47,97.44586182,0.74745842
452.16,92.62,113.04,0.04,8.11,3.20,4.00,2.00,48.00,5.25,1.32,97.53023909,0.49931585
359.34,70.78,89.83,0.06,8.43,2.92,4.00,0.00,39.50,4.00,1.90,96.17395085,0.641811103
830.58,128.93,207.65,0.03,10.70,3.57,4.00,2.25,82.25,6.00,1.83,99.38224365,-0.226989251
562.45,81.66,140.61,0.05,11.44,3.07,4.00,1.75,57.25,5.25,1.38,95.30493857,1.386124258
511.48,60.57,127.87,0.07,14.02,2.78,4.00,0.75,53.75,4.50,2.20,95.6839345,0.871321859
700.07,66.65,175.02,0.06,17.44,2.87,4.00,1.75,70.75,5.75,2.10,97.24749096,0.534838061
388.49,89.95,97.12,0.04,7.17,3.17,4.00,1.75,42.25,5.00,1.44,96.27297831,1.210157938
427.13,64.07,106.78,0.06,11.07,2.83,4.00,0.25,46.25,4.25,2.13,96.17207933,0.914612854
667.88,63.43,166.97,0.06,17.48,2.82,4.00,2.75,67.75,5.75,1.98,95.57835418,1.353377595
105.25,70.95,26.31,0.06,2.46,2.93,4.00,0.75,12.75,3.00,1.54,91.91629966,0.815292109
123.73,53.98,30.93,0.07,3.81,2.67,4.00,1.50,13.50,2.75,1.31,84.57048233,0.617283484
757.60,60.62,189.40,0.07,20.75,2.78,4.00,3.00,76.00,6.00,2.03,95.87090175,1.871234241
692.99,88.79,173.25,0.05,12.96,3.15,4.00,0.50,70.00,5.75,1.76,98.41221562,0.319647288
484.79,64.43,121.20,0.06,12.49,2.83,4.00,4.75,51.25,5.25,2.22,94.96565399,1.002295683
495.43,56.23,123.86,0.07,14.63,2.71,4.00,3.75,52.25,5.25,2.20,94.70851013,1.712481338
404.66,57.84,101.16,0.07,11.62,2.73,4.00,3.75,44.25,5.00,2.25,94.96513126,1.425175421
311.67,122.07,77.92,0.03,4.24,3.51,4.00,1.00,34.50,4.75,1.26,97.30550741,0.618236425
169.85,77.40,42.46,0.05,3.64,3.01,4.00,1.00,19.50,3.50,1.51,91.59120044,1.002122846
133.46,39.93,33.36,0.10,5.55,2.42,4.00,0.00,14.50,2.50,1.73,79.32086836,1.109207196
228.02,78.64,57.01,0.05,4.82,3.03,4.00,1.25,22.75,3.00,1.19,90.71329589,0.036588977
400.19,230.31,100.05,0.02,2.89,4.33,4.00,0.00,42.50,5.25,0.94,98.9646658,0.682596291
146.35,65.19,36.59,0.06,3.73,2.85,4.00,0.75,17.25,3.25,1.62,93.30564072,0.368361276
282.68,78.51,70.67,0.05,5.98,3.03,4.00,1.50,31.00,4.25,1.39,92.77619649,1.050147658
603.63,57.70,150.91,0.07,17.37,2.73,4.00,2.50,61.00,5.25,2.05,94.86484268,0.951682291
81.97,33.94,20.49,0.12,4.01,2.29,4.00,1.25,9.25,2.50,1.57,69.06869875,1.192846115
750.84,59.11,187.71,0.07,21.09,2.75,4.00,4.50,75.50,6.00,1.97,96.56837898,1.70865031
318.63,93.59,79.66,0.04,5.65,3.21,4.00,1.75,35.25,4.75,1.34,96.77218446,0.742740838
600.88,80.40,150.22,0.05,12.41,3.05,4.00,1.50,61.50,5.50,1.39,97.20124894,1.03120642
822.13,128.20,205.53,0.03,10.65,3.57,4.00,1.50,81.50,6.00,1.83,99.3769061,-0.320917496
249.69,93.15,62.42,0.04,4.45,3.21,4.00,1.00,28.00,4.25,1.47,95.77358349,0.884789702
412.17,63.39,103.04,0.06,10.80,2.82,4.00,1.25,44.75,4.25,2.05,96.25583749,0.86011631
277.30,93.14,69.32,0.04,4.94,3.21,4.00,0.25,29.25,3.75,1.43,95.90605776,0.124210683
386.08,89.31,96.52,0.04,7.18,3.16,4.00,1.50,42.00,5.00,1.42,96.65332752,1.074816441
339.08,83.08,84.77,0.05,6.78,3.09,4.00,1.50,37.50,4.75,1.41,96.29710589,1.109477301
339.25,93.68,84.81,0.04,6.01,3.21,4.00,1.00,36.00,4.50,1.47,96.22510811,0.586294676
409.79,56.39,102.45,0.07,12.07,2.71,4.00,3.25,44.75,5.00,2.26,94.46320579,1.850106861
357.94,118.25,89.49,0.03,5.03,3.47,4.00,1.25,39.25,5.00,1.25,97.62140151,0.947502341
410.48,65.92,102.62,0.06,10.34,2.86,4.00,0.50,44.50,4.25,1.98,95.8551536,1.212959589
292.17,58.03,73.04,0.07,8.36,2.74,4.00,1.50,33.00,4.25,1.78,94.33843275,1.167110479
748.85,59.29,187.21,0.07,20.97,2.76,4.00,4.75,75.25,6.00,1.97,96.84582904,2.047041103
143.22,163.74,35.81,0.02,1.45,3.87,4.00,0.25,17.75,3.75,0.98,97.41451168,0.269582986
436.02,74.97,109.00,0.05,9.66,2.98,4.00,0.75,47.25,5.00,1.87,97.92265992,0.486203708
221.41,71.01,55.35,0.06,5.18,2.93,4.00,0.75,22.25,3.00,1.21,90.19779836,0.249687428
389.01,68.94,97.25,0.06,9.37,2.90,4.00,0.75,42.75,4.75,1.86,97.62087823,0.172923864
85.97,33.43,21.49,0.12,4.27,2.28,4.00,0.75,9.75,2.50,1.65,72.39697046,0.809492377
293.70,109.65,73.42,0.04,4.45,3.38,4.00,1.00,32.50,4.50,1.32,96.54061939,0.569666462
127.24,58.68,31.81,0.07,3.60,2.75,4.00,0.75,13.75,2.50,1.29,87.17195691,0.369160175
170.58,65.90,42.65,0.06,4.30,2.86,4.00,1.75,19.75,3.75,1.56,91.2186017,1.343310103
347.91,72.49,86.98,0.06,7.97,2.95,4.00,0.75,38.25,4.50,1.78,96.55498094,0.495918807
681.19,62.63,170.30,0.06,18.06,2.81,4.00,3.00,69.00,5.75,2.19,96.98069691,0.658393026
344.17,83.47,86.04,0.05,6.85,3.09,4.00,0.25,36.75,4.25,1.51,96.24112366,0.071771579
77.98,37.97,19.49,0.11,3.41,2.38,4.00,0.75,8.75,2.50,1.59,70.39278376,1.644792971
690.68,98.99,172.67,0.04,11.59,3.27,4.00,0.25,69.75,5.75,1.73,98.80943311,-0.083751403
179.33,74.08,44.83,0.05,4.02,2.97,4.00,0.00,20.50,3.25,1.53,93.23099245,0.180498623
628.65,55.39,157.16,0.07,18.85,2.70,4.00,3.75,63.75,5.50,2.07,95.06094808,1.14594187
631.59,54.71,157.90,0.07,19.17,2.68,4.00,3.50,64.00,5.50,2.04,95.04049305,1.182899468
630.21,64.56,157.55,0.06,16.21,2.84,4.00,1.75,63.75,5.50,1.99,95.49024122,1.05579866
698.77,72.32,174.69,0.06,16.05,2.95,4.00,1.00,71.00,5.75,2.28,98.13385433,0.213650548
771.74,59.42,192.93,0.07,21.57,2.76,4.00,2.75,77.25,6.00,2.20,96.42490413,1.499934395
396.12,59.59,99.03,0.07,11.04,2.76,4.00,4.25,43.25,5.00,2.05,95.32573403,1.393803258
207.85,180.78,51.96,0.02,1.91,4.00,4.00,0.00,24.50,4.25,0.99,97.75864559,0.382503324
272.74,46.40,68.18,0.09,9.76,2.54,4.00,3.75,30.75,4.25,1.95,92.3951053,1.556218046
643.95,58.52,160.99,0.07,18.27,2.75,4.00,2.00,65.50,5.50,2.13,96.1873067,0.685356523
148.42,73.01,37.11,0.05,3.38,2.96,4.00,1.25,15.25,2.75,1.26,89.75277055,0.390281408
233.47,75.03,58.37,0.05,5.17,2.98,4.00,0.75,26.25,3.75,1.69,96.9432033,-0.083630286
663.60,61.05,165.90,0.07,18.05,2.78,4.00,4.25,67.25,5.75,2.05,96.08691799,1.091209565
273.51,86.02,68.38,0.05,5.28,3.12,4.00,0.00,29.00,3.75,1.46,95.2270722,0.170848204
474.26,88.40,118.57,0.05,8.91,3.15,4.00,1.50,50.00,5.25,1.47,96.89285721,0.79458563
644.59,121.40,161.15,0.03,8.82,3.50,4.00,1.75,64.25,5.25,1.58,98.61057719,0.47111561
139.53,74.21,34.88,0.05,3.12,2.97,4.00,1.25,14.75,2.75,1.23,89.48764415,0.12303453
636.14,118.49,159.03,0.03,8.91,3.47,4.00,1.00,63.50,5.25,1.58,98.82446943,-0.067049585
295.50,348.00,73.88,0.01,1.41,4.97,4.00,1.00,32.50,4.75,0.82,99.50217782,-0.284364292
280.12,95.79,70.03,0.04,4.86,3.24,4.00,0.50,29.50,3.75,1.43,95.93405323,0.133059643
762.86,58.33,190.71,0.07,21.72,2.74,4.00,3.50,76.50,6.00,2.13,96.29443633,1.908179297
187.68,117.67,46.92,0.03,2.65,3.46,4.00,1.25,20.75,3.50,1.19,97.60336978,-0.34531339
635.58,54.67,158.90,0.07,19.31,2.68,4.00,3.00,64.50,5.50,2.12,95.39986325,1.124439011
597.84,67.65,149.46,0.06,14.67,2.88,4.00,1.00,60.00,5.00,2.05,95.11242047,0.255296632
281.90,98.09,70.47,0.04,4.77,3.26,4.00,0.75,29.75,3.75,1.46,96.1922584,0.075072263
377.95,57.75,94.49,0.07,10.87,2.73,4.00,0.50,41.50,4.00,2.13,95.37792744,0.761619666
117.87,92.03,29.47,0.04,2.13,3.19,4.00,0.25,14.25,3.25,1.32,93.71023712,0.968646362
161.85,87.03,40.46,0.05,3.09,3.13,4.00,1.00,19.00,3.75,1.42,93.8552957,0.974447212
273.35,124.09,68.34,0.03,3.66,3.53,4.00,1.00,28.50,3.75,1.15,97.96700071,-0.324029292
697.32,69.67,174.33,0.06,16.62,2.91,4.00,0.75,70.75,5.50,2.35,97.75652769,0.408358701
215.91,56.00,53.98,0.07,6.40,2.71,4.00,1.25,21.75,3.00,1.29,85.46836898,0.289008912
478.06,90.74,119.51,0.04,8.75,3.18,4.00,1.75,50.25,5.25,1.45,96.73269398,0.866523626
437.97,66.23,109.49,0.06,10.98,2.86,4.00,0.50,47.00,4.25,2.14,96.67572081,0.590897539
622.69,55.30,155.67,0.07,18.70,2.69,4.00,4.50,63.00,5.50,2.07,95.85065637,0.936217074
763.74,65.69,190.94,0.06,19.31,2.85,4.00,2.00,76.50,6.00,1.98,97.02006769,1.203032887
227.74,43.21,56.94,0.09,8.75,2.48,4.00,3.00,26.00,4.00,1.82,91.03947902,1.882308191
497.45,278.61,124.36,0.01,2.96,4.62,4.00,0.25,51.25,5.75,0.87,99.32359302,0.417239121
406.12,55.82,101.53,0.07,12.08,2.70,4.00,3.75,44.25,5.00,2.22,94.47393128,1.81358766
484.16,59.49,121.04,0.07,13.51,2.76,4.00,3.75,51.25,5.25,2.03,95.58121547,1.182813951
128.81,62.94,32.20,0.06,3.40,2.81,4.00,1.25,15.25,3.25,1.59,88.47563202,1.332297039
532.59,84.59,133.15,0.05,10.46,3.10,4.00,1.50,56.00,5.25,1.92,98.6190144,-0.244567283
559.78,87.17,139.94,0.05,10.66,3.14,4.00,1.50,57.00,5.25,1.30,95.45470232,1.61304859
289.13,61.52,72.28,0.07,7.80,2.79,4.00,1.25,32.75,4.25,1.64,94.78597869,1.081563321
164.14,88.58,41.03,0.05,3.08,3.15,4.00,0.50,19.00,3.50,1.32,93.03309578,0.863869846
471.10,116.22,117.78,0.03,6.73,3.45,4.00,1.00,49.50,5.25,1.37,98.06283498,0.407764696
667.02,124.88,166.75,0.03,8.87,3.53,4.00,2.25,67.25,5.50,1.67,98.71207611,0.227346713
135.64,75.22,33.91,0.05,2.99,2.98,4.00,1.00,14.50,2.75,1.18,89.9947723,0.224998961
702.06,109.72,175.51,0.04,10.63,3.39,4.00,1.00,70.50,5.75,1.66,98.73984288,0.266725467
600.96,59.35,150.24,0.07,16.81,2.76,4.00,2.25,60.75,5.25,1.98,93.94967975,1.205068964
658.11,103.58,164.53,0.04,10.55,3.32,4.00,1.00,66.00,5.50,1.69,98.6608728,-0.0351325
226.09,95.83,56.52,0.04,3.92,3.24,4.00,1.25,25.75,4.25,1.35,95.68628966,0.695271483
688.16,61.39,172.04,0.07,18.62,2.79,4.00,2.25,69.75,5.75,2.22,96.44634021,0.78128134
370.20,59.04,92.55,0.07,10.41,2.75,4.00,0.75,40.25,4.00,2.06,95.58827117,0.762956004
112.99,108.47,28.25,0.04,1.73,3.37,4.00,0.00,14.00,3.25,1.23,95.50539017,0.428199609
225.21,76.56,56.30,0.05,4.88,3.00,4.00,1.00,22.50,3.00,1.19,90.86540505,0.136276536
480.87,92.43,120.22,0.04,8.64,3.20,4.00,2.00,50.50,5.25,1.45,97.11852985,0.09985322
330.55,68.98,82.64,0.06,7.96,2.90,4.00,1.00,36.00,4.25,1.69,94.73564491,0.37654046
676.48,66.74,169.12,0.06,16.83,2.87,4.00,2.00,68.50,5.75,1.98,96.4945145,1.023128946
678.16,64.42,169.54,0.06,17.48,2.83,4.00,2.75,68.75,5.75,2.05,97.00121717,0.624962404
394.24,62.50,98.56,0.06,10.47,2.81,4.00,4.50,43.00,4.75,2.17,94.84104984,1.03666881
609.56,62.35,152.39,0.06,16.23,2.80,4.00,1.50,61.50,5.25,1.98,94.84670349,0.842365817
384.67,60.36,96.17,0.07,10.58,2.77,4.00,0.00,42.00,4.00,2.06,96.10015487,0.539778435
79.86,87.71,19.96,0.05,1.51,3.14,4.00,0.25,9.75,2.75,1.23,92.79747474,0.580388901
269.56,117.38,67.39,0.03,3.81,3.46,4.00,0.75,28.25,3.75,1.17,97.95918139,-0.442986321
621.61,61.60,155.40,0.06,16.76,2.79,4.00,2.50,63.00,5.50,1.99,95.17324078,1.391217483
99.90,83.82,24.97,0.05,1.98,3.09,4.00,0.25,12.25,3.00,1.39,93.62923535,0.678736837
519.85,66.91,129.96,0.06,12.90,2.87,4.00,0.00,54.50,4.50,2.13,96.92630613,0.612741484
298.07,78.80,74.52,0.05,6.28,3.03,4.00,1.00,33.00,4.25,1.66,96.56672307,0.550069287
188.81,68.07,47.20,0.06,4.61,2.89,4.00,1.00,21.50,3.50,1.69,94.07343045,0.021767973
367.13,60.58,91.78,0.07,10.06,2.78,4.00,0.50,40.00,4.00,2.04,95.2992059,0.898648406
259.43,68.46,64.86,0.06,6.29,2.89,4.00,1.25,27.75,3.75,1.53,90.47730488,0.88173834
624.52,58.25,156.13,0.07,17.80,2.74,4.00,2.75,63.25,5.50,2.04,94.78994611,1.202461071
736.06,85.60,184.02,0.05,14.28,3.12,4.00,1.50,74.00,6.00,1.45,97.83673235,1.052116551
452.06,234.45,113.01,0.02,3.20,4.36,4.00,0.00,47.00,5.50,0.92,98.99520457,0.433385757
516.23,64.42,129.06,0.06,13.31,2.83,4.00,0.25,54.25,4.50,2.25,96.49577488,0.719670965
300.65,84.54,75.16,0.05,5.91,3.10,4.00,1.75,33.25,4.50,1.40,94.28268759,1.11257149
350.59,69.17,87.65,0.06,8.42,2.90,4.00,1.00,38.50,4.50,1.85,96.75301563,0.224222186
498.29,57.14,124.57,0.07,14.48,2.72,4.00,3.50,52.50,5.25,2.20,94.88917134,1.533009022
674.16,70.57,168.54,0.06,15.86,2.92,4.00,1.75,68.25,5.75,1.96,96.70876031,0.923896525
144.54,145.50,36.13,0.03,1.65,3.72,4.00,0.00,18.00,3.75,1.08,96.88179462,0.188844147
257.56,190.03,64.39,0.02,2.25,4.07,4.00,0.00,29.00,4.50,0.97,98.05804607,0.22284648
451.08,267.33,112.77,0.01,2.80,4.56,4.00,0.25,46.75,5.50,0.87,99.15340441,0.356274501
661.68,122.25,165.42,0.03,8.99,3.51,4.00,1.50,66.50,5.50,1.60,98.51803309,0.601418934
276.17,122.74,69.04,0.03,3.74,3.51,4.00,1.25,28.75,3.75,1.15,97.81629958,-0.40095796
524.19,76.29,131.05,0.05,11.41,3.00,4.00,0.75,55.25,5.25,1.92,98.24585704,0.111766433
119.94,44.74,29.99,0.09,4.45,2.51,4.00,1.25,13.25,2.75,1.58,75.4639947,1.848767791
121.02,79.63,30.26,0.05,2.52,3.04,4.00,0.75,14.75,3.25,1.46,92.12333131,0.733806936
140.28,253.79,35.07,0.02,0.92,4.48,4.00,1.00,17.00,3.75,0.85,99.10115417,-0.269783159
326.20,58.99,81.55,0.07,9.18,2.75,4.00,0.25,35.25,3.50,1.90,92.3354446,0.719223529
122.98,40.40,30.74,0.10,5.05,2.43,4.00,1.50,13.50,2.75,1.72,70.8881983,1.711621666
356.58,57.19,89.15,0.07,10.35,2.72,4.00,2.75,39.25,4.75,2.09,94.3939887,1.412981053
703.31,74.89,175.83,0.05,15.59,2.98,4.00,0.75,71.25,5.75,2.22,98.41275353,-0.074528043
202.76,312.79,50.69,0.01,1.08,4.80,4.00,1.00,23.50,4.25,0.82,99.33530699,-0.139009544
497.75,64.75,124.44,0.06,12.77,2.84,4.00,0.50,52.50,4.50,1.98,96.15876097,1.085861174
354.15,54.93,88.54,0.07,10.71,2.69,4.00,3.75,38.75,4.75,2.06,95.25254548,1.394819275
691.67,62.48,172.92,0.06,18.38,2.81,4.00,1.50,70.00,5.50,2.20,96.64346296,0.764280769
755.14,62.51,188.79,0.06,20.06,2.81,4.00,2.75,75.75,6.00,1.98,96.27598248,1.753697936
153.58,68.80,38.40,0.06,3.71,2.90,4.00,1.25,17.75,3.25,1.71,94.56062325,0.110758009
500.93,57.06,125.23,0.07,14.58,2.72,4.00,3.00,53.00,5.25,2.26,94.70002767,1.531006045
142.64,82.50,35.66,0.05,2.87,3.08,4.00,0.25,16.75,3.25,1.44,94.6211075,0.262759495
679.56,57.84,169.89,0.07,19.51,2.73,4.00,3.00,69.00,5.75,2.22,95.498743,1.539615494
302.94,206.53,75.73,0.02,2.44,4.18,4.00,0.00,33.50,4.75,0.96,98.52399296,0.250078288
181.38,121.32,45.35,0.03,2.48,3.50,4.00,0.75,20.25,3.50,1.12,97.92674529,-0.316079845
484.18,439.46,121.05,0.01,1.83,5.38,4.00,1.00,50.50,5.75,0.80,99.63950062,-0.420365003
377.17,60.90,94.29,0.07,10.28,2.78,4.00,0.75,40.75,4.50,1.61,95.35553801,1.086786796
401.62,59.59,100.41,0.07,11.19,2.76,4.00,3.50,44.00,5.00,2.11,94.40847897,1.749543081
605.19,80.42,151.30,0.05,12.50,3.05,4.00,1.75,61.75,5.50,1.43,96.9925967,1.068853494
785.98,69.90,196.50,0.06,18.67,2.91,4.00,1.25,78.75,6.00,2.35,98.01017939,0.486217885
493.44,56.16,123.36,0.07,14.59,2.71,4.00,4.00,52.00,5.25,2.20,95.07461554,1.660846513
229.80,78.95,57.45,0.05,4.83,3.03,4.00,1.50,23.00,3.00,1.21,90.86580793,-0.072614237
518.69,69.05,129.67,0.06,12.47,2.90,4.00,1.25,54.75,5.25,2.00,97.25319911,0.520535933
250.20,335.66,62.55,0.01,1.24,4.91,4.00,1.00,28.00,4.50,0.81,99.39779099,-0.309175092
47.80,68.10,11.95,0.06,1.17,2.89,4.00,1.00,5.50,2.25,1.14,87.62830849,0.142013833
222.12,40.52,55.53,0.10,9.10,2.43,4.00,0.50,22.50,3.00,1.73,79.91068303,0.854761357
422.17,60.55,105.54,0.07,11.58,2.78,4.00,0.75,45.75,4.25,2.22,95.5421416,1.027675716
269.88,77.55,67.47,0.05,5.78,3.02,4.00,0.25,28.75,3.75,1.58,93.94614742,0.234795588
224.67,45.74,56.17,0.09,8.16,2.53,4.00,2.75,25.75,4.00,1.80,92.01713541,1.660058724
93.27,129.76,23.32,0.03,1.19,3.58,4.00,0.75,11.25,3.00,1.03,97.65251872,0.250127121
644.19,58.10,161.05,0.07,18.41,2.74,4.00,2.25,65.25,5.50,2.12,96.14885907,0.668525689
172.17,69.31,43.04,0.06,4.12,2.90,4.00,1.25,19.75,3.50,1.54,90.04186738,1.009323393
213.04,52.20,53.26,0.08,6.78,2.64,4.00,1.50,21.50,3.00,1.29,82.42017092,0.60098378
382.81,58.71,95.70,0.07,10.83,2.75,4.00,0.25,41.75,4.00,2.13,95.53447251,0.821965274
440.14,75.07,110.03,0.05,9.74,2.98,4.00,0.75,47.25,5.00,1.84,97.62901785,0.269302751
633.12,61.54,158.28,0.06,17.08,2.79,4.00,2.00,64.00,5.50,2.04,96.0405559,0.7775863
648.80,59.48,162.20,0.07,18.11,2.76,4.00,1.75,65.75,5.50,2.13,96.38629152,0.676986088
739.85,88.00,184.96,0.05,13.96,3.15,4.00,1.75,74.25,6.00,1.43,97.74432693,1.141230219
209.01,64.35,52.25,0.06,5.39,2.83,4.00,1.50,24.00,4.00,1.57,93.82898454,1.227372442
624.76,106.12,156.19,0.04,9.78,3.35,4.00,0.25,62.75,5.25,1.66,98.88207423,-0.009150772
636.19,60.01,159.05,0.07,17.60,2.77,4.00,2.25,64.25,5.50,2.06,96.36813958,0.619625433
633.88,117.14,158.47,0.03,8.99,3.46,4.00,2.50,63.00,5.00,1.67,98.91424036,-0.632513624
520.57,72.12,130.14,0.06,11.99,2.94,4.00,1.00,55.00,5.25,2.05,97.76226841,0.321018155
766.88,58.04,191.72,0.07,21.94,2.74,4.00,3.25,76.75,6.00,2.20,95.99817271,2.122445256
430.48,62.34,107.62,0.06,11.47,2.80,4.00,3.00,46.50,5.00,2.22,95.58341577,1.016197354
255.05,66.97,51.01,0.07,6.32,2.20,5.00,1.40,22.20,3.20,2.60,109.6775492,0.679745778
252.18,74.19,50.44,0.07,5.64,2.27,5.00,1.80,22.20,3.20,2.62,108.8535397,0.957458826
224.69,78.17,44.94,0.06,4.77,2.32,5.00,1.80,20.20,3.20,2.49,109.0808852,0.85386849
222.37,92.42,44.47,0.05,4.00,2.45,5.00,1.60,20.00,3.20,2.47,113.6469873,0.436067187
436.15,68.36,87.23,0.07,10.59,2.21,5.00,2.20,35.80,3.60,2.72,107.3392215,0.504579592
299.61,78.19,59.92,0.06,6.36,2.32,5.00,1.80,25.80,3.40,2.61,111.2442574,0.717254313
115.18,50.01,23.04,0.10,3.82,1.99,5.00,1.80,11.40,2.60,2.61,97.46811583,1.085040707
230.28,75.02,46.06,0.07,5.10,2.28,5.00,1.40,20.20,3.20,2.51,108.7341921,0.652990484
255.23,68.61,51.05,0.07,6.18,2.22,5.00,2.00,22.40,3.20,2.64,106.6198325,1.009068276
373.12,68.59,74.62,0.07,9.03,2.22,5.00,2.00,31.20,3.60,2.66,112.2168628,0.570624654
366.27,70.51,73.25,0.07,8.63,2.24,5.00,1.80,30.60,3.60,2.54,103.17377,1.215637563
371.13,66.81,74.23,0.07,9.22,2.20,5.00,2.20,31.00,3.60,2.66,106.3376826,0.970393372
